procesos,tiempo_total,accuracy,precision,recall,f1_score,speedup,eficiencia
1,5.24664568901062,0.754405699287589,0.7517214996174445,0.598902773544651,0.6666666666666666,1.0,1.0
2,7.0047852993011475,0.754405699287589,0.7517214996174445,0.598902773544651,0.6666666666666666,0.7490087796886604,0.3745043898443302
4,7.657292604446411,0.754405699287589,0.7517214996174445,0.598902773544651,0.6666666666666666,0.6851828655423218,0.17129571638558044
6,8.43178129196167,0.754405699287589,0.7517214996174445,0.598902773544651,0.6666666666666666,0.6222464159515667,0.10370773599192779
8,9.355033874511719,0.754405699287589,0.7517214996174445,0.598902773544651,0.6666666666666666,0.5608366318485903,0.07010457898107379
